candidate_id,rank,score,name,title,company,location,years_exp,open_to_work,last_active,response_rate,notice_period,github_score,profile_completeness,skills_count,top_skills,willing_to_relocate,interview_completion,salary_min,salary_max,reasoning,verified_email,verified_phone,headline,summary
CAND_0064256,32,0.7056,Meera Gupta,Junior ML Engineer,BYJU'S,"Kolkata, West Bengal",6.4,True,2026-05-22,0.86,30,-1.0,99.0,14,"Microservices, PyTorch, MLOps, Python, CNN",False,0.67,33.1,40.2,Junior ML Engineer | 6.4 yrs exp | 7 AI skills matched | moderate semantic match | open to work | active this month | response rate 86%,True,True,Junior ML Engineer | 6.4 yrs in analytics & ML,"Data scientist / ML engineer with 6.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0074225,33,0.704,Kabir Agarwal,Machine Learning Engineer,Unacademy,"Vizag, Andhra Pradesh",4.3,True,2026-05-20,0.91,120,54.3,74.0,17,"Apache Beam, Statistical Modeling, Recommendation Systems, Semantic Search, ASR",True,0.8,35.8,46.7,Machine Learning Engineer | 4.3 yrs exp | 9 AI skills matched | moderate semantic match | open to work | active this month | response rate 91%,True,True,"Machine Learning Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 4.3 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, my main project for the last 18 months has been the recommendation system that powers our discovery feed. I've learned that most retrieval problems are actually evaluation problems in disguise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0064888,34,0.7038,Riya Kumar,ML Engineer,Verloop.io,"Vizag, Andhra Pradesh",5.8,True,2026-05-25,0.92,30,17.4,86.4,13,"GraphQL, Embeddings, Learning to Rank, TensorFlow, CNN",True,0.53,26.3,29.3,ML Engineer | 5.8 yrs exp | 8 AI skills matched | moderate semantic match | open to work | active this month | response rate 92%,True,True,ML Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 5.8 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. Looking for a role where I can step up to more end-to-end ownership of ML systems, not just modeling."
CAND_0075574,35,0.7023,Karan Ghosh,Machine Learning Engineer,Haptik,"Bangalore, Karnataka",5.7,True,2026-05-17,0.58,60,37.7,50.8,16,"Hugging Face Transformers, pgvector, Weaviate, Recommendation Systems, OpenSearch",True,0.96,42.2,62.7,Machine Learning Engineer | 5.7 yrs exp | 10 AI skills matched | strong semantic match | open to work | active this month | response rate 58%,True,False,"Machine Learning Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 5.7 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I shipped our first RAG-based feature this year and now own the eval framework for it. I've spent enough time debugging production ranking issues to know which signals matter and which are noise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0054546,36,0.7009,Pooja Ghosh,AI Research Engineer,Razorpay,"Pune, Maharashtra",4.9,True,2026-05-24,0.92,90,75.2,99.8,16,"TTS, Forecasting, Qdrant, Reinforcement Learning, Hugging Face Transformers",False,0.76,18.5,36.3,AI Research Engineer | 4.9 yrs exp | 4 AI skills matched | moderate semantic match | open to work | active this month | response rate 92%,True,True,AI Research Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 4.9 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level."
CAND_0019480,37,0.7007,Priya Bhatia,NLP Engineer,Meesho,"Chennai, Tamil Nadu",2.8,True,2026-05-13,0.87,90,69.8,78.6,14,"Terraform, LLMs, Forecasting, TensorFlow, TTS",True,0.84,38.2,46.1,NLP Engineer | 2.8 yrs exp | 7 AI skills matched | strong semantic match | open to work | active this month | response rate 87%,True,True,"NLP Engineer | Search, Ranking & Retrieval","Machine learning engineer with 7.4 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0042506,38,0.7004,Zara Pandey,Search Engineer,Verloop.io,"Mumbai, Maharashtra",4.2,True,2026-05-22,0.48,15,64.0,83.3,19,"PEFT, TTS, scikit-learn, OpenCV, Semantic Search",False,0.82,42.7,56.3,Search Engineer | 4.2 yrs exp | 12 AI skills matched | strong semantic match | open to work | active this month | response rate 48%,False,True,"Search Engineer | Search, Ranking & Retrieval","Machine learning engineer with 4.2 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I built our semantic search infrastructure from scratch — sentence-transformers, FAISS, the works. I've spent enough time debugging production ranking issues to know which signals matter and which are noise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0096142,39,0.6985,Pranav Sethi,Applied ML Engineer,upGrad,"Hyderabad, Telangana",5.0,True,2026-05-21,0.84,120,80.5,67.3,15,"Kubeflow, LoRA, Weaviate, Pinecone, Python",False,0.55,34.3,59.3,Applied ML Engineer | 5.0 yrs exp | 9 AI skills matched | moderate semantic match | open to work | active this month | response rate 84%,True,True,"Applied ML Engineer | Search, Ranking & Retrieval","Machine learning engineer with 5.0 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, my main project for the last 18 months has been the recommendation system that powers our discovery feed. Along the way I've gotten comfortable with the operational side — A/B testing, drift monitoring, retraining schedules. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0010603,40,0.6962,Aisha Desai,ML Engineer,BYJU'S,"Bangalore, Karnataka",5.3,True,2026-05-23,0.94,90,78.9,92.8,15,"Information Retrieval, TTS, OpenSearch, Image Classification, GANs",False,0.64,18.0,32.6,ML Engineer | 5.3 yrs exp | 5 AI skills matched | moderate semantic match | open to work | active this month | response rate 94%,True,True,ML Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 5.3 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split between dashboarding/analytics and shipping production ML models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0073314,41,0.6952,Vivaan Singh,Senior Software Engineer (ML),Aganitha,"Noida, Uttar Pradesh",5.2,True,2026-05-25,0.84,60,67.0,94.2,14,"BentoML, Prompt Engineering, Feature Engineering, Weights & Biases, Image Classification",True,0.55,36.7,54.2,Senior Software Engineer (ML) | 5.2 yrs exp | 7 AI skills matched | moderate semantic match | open to work | active this month | response rate 84%,True,True,Senior Software Engineer (ML) | Building ML-powered solutions,"Data scientist / ML engineer with 5.2 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. Looking for a role where I can step up to more end-to-end ownership of ML systems, not just modeling."
CAND_0006418,42,0.6945,Rahul Mukherjee,Machine Learning Engineer,Verloop.io,"Gurgaon, Haryana",5.7,True,2026-03-31,0.92,60,59.7,73.5,16,"Kubernetes, gRPC, Semantic Search, Embeddings, TensorFlow",True,0.89,41.9,62.9,Machine Learning Engineer | 5.7 yrs exp | 9 AI skills matched | strong semantic match | open to work | active 73d ago | response rate 92%,True,True,"Machine Learning Engineer | Search, Ranking & Retrieval","Machine learning engineer with 5.7 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I shipped our first RAG-based feature this year and now own the eval framework for it. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0016659,43,0.6944,Priya Dalal,ML Engineer,Glance,"Coimbatore, Tamil Nadu",4.4,True,2026-05-22,0.89,45,13.4,98.3,15,"PowerPoint, TTS, Sentence Transformers, Apache Beam, Pinecone",False,0.9,31.8,54.5,ML Engineer | 4.4 yrs exp | 8 AI skills matched | moderate semantic match | open to work | active this month | response rate 89%,False,False,ML Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 4.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level."
CAND_0086154,44,0.6918,Vivaan Verma,Data Scientist,Ola,"Ahmedabad, Gujarat",6.8,True,2026-05-25,0.9,90,53.1,94.0,13,"OpenSearch, Object Detection, OpenCV, scikit-learn, BentoML",True,0.9,18.6,51.9,Data Scientist | 6.8 yrs exp | 7 AI skills matched | moderate semantic match | open to work | active this month | response rate 90%,True,True,Data Scientist | Building ML-powered solutions,"Data scientist / ML engineer with 6.8 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level."
CAND_0054318,45,0.6894,Yash Goyal,AI Research Engineer,BYJU'S,"Chandigarh, Chandigarh",3.5,True,2026-05-27,0.87,60,22.1,93.4,16,"Diffusion Models, Speech Recognition, Scrum, Reinforcement Learning, gRPC",False,0.8,20.7,31.9,AI Research Engineer | 3.5 yrs exp | 7 AI skills matched | strong semantic match | open to work | active this month | response rate 87%,True,True,AI Research Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 3.5 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0099806,46,0.6886,Pranav Subramanian,AI Engineer,Mad Street Den,"Bhubaneswar, Odisha",4.6,True,2026-05-05,0.76,30,86.9,90.1,18,"LoRA, OpenCV, Statistical Modeling, RAG, Agile",True,0.85,31.8,45.6,AI Engineer | 4.6 yrs exp | 8 AI skills matched | strong semantic match | open to work | active 38d ago | response rate 76%,True,True,"AI Engineer | Search, Ranking & Retrieval","Machine learning engineer with 4.6 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I've spent enough time debugging production ranking issues to know which signals matter and which are noise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0053527,47,0.6872,Krishna Iyer,Junior ML Engineer,PhonePe,"Bangalore, Karnataka",7.0,True,2026-05-27,0.81,90,-1.0,99.1,9,"Pinecone, scikit-learn, Qdrant, CNN, Image Classification",False,0.79,23.3,32.2,Junior ML Engineer | 7.0 yrs exp | 4 AI skills matched | moderate semantic match | open to work | active this month | response rate 81%,False,True,Junior ML Engineer | Building ML-powered solutions,"Data scientist / ML engineer with 7.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. Looking for a role where I can step up to more end-to-end ownership of ML systems, not just modeling."
CAND_0049540,48,0.6864,Pranav Iyer,ML Engineer,Saarthi.ai,"Trivandrum, Kerala",6.8,True,2026-05-26,0.86,60,-1.0,96.5,13,"GCP, YOLO, TensorFlow, Data Science, Statistical Modeling",False,0.89,35.8,32.1,ML Engineer | 6.8 yrs exp | 6 AI skills matched | moderate semantic match | open to work | active this month | response rate 86%,True,True,ML Engineer | Data Science & ML enthusiast,"Data scientist / ML engineer with 6.8 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level."
CAND_0037566,49,0.6859,Ritu Nair,Machine Learning Engineer,LinkedIn,"Bangalore, Karnataka",6.9,True,2026-04-20,0.5,15,73.4,90.6,17,"Pinecone, Time Series, LlamaIndex, NLP, LoRA",True,0.84,32.0,42.2,Machine Learning Engineer | 6.9 yrs exp | 8 AI skills matched | strong semantic match | open to work | active 53d ago | response rate 50%,True,True,"Machine Learning Engineer | Search, Ranking & Retrieval","Machine learning engineer with 6.9 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I shipped our first RAG-based feature this year and now own the eval framework for it. I've learned that most retrieval problems are actually evaluation problems in disguise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0090155,50,0.6849,Sai Chowdary,ML Engineer,Swiggy,"Pune, Maharashtra",5.8,True,2026-05-13,0.64,90,75.9,58.3,13,"OpenCV, Weights & Biases, GANs, Milvus, CNN",False,0.88,24.7,35.3,ML Engineer | 5.8 yrs exp | 4 AI skills matched | moderate semantic match | open to work | active this month | response rate 64%,True,True,ML Engineer | 5.8 yrs in analytics & ML,"Data scientist / ML engineer with 5.8 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0099965,51,0.6837,Ayaan Vora,Junior ML Engineer,Niramai,"Kochi, Kerala",4.6,True,2026-05-22,0.88,120,43.1,92.2,15,"Forecasting, BigQuery, CNN, Feature Engineering, Time Series",False,0.93,30.4,42.4,Junior ML Engineer | 4.6 yrs exp | 5 AI skills matched | moderate semantic match | open to work | active this month | response rate 88%,True,False,Junior ML Engineer | 4.6 yrs in analytics & ML,"Data scientist / ML engineer with 4.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0080344,52,0.6832,Rohan Mishra,Senior Software Engineer (ML),Zoho,"Hyderabad, Telangana",4.9,True,2026-05-19,0.7,90,27.3,94.7,17,"Sentence Transformers, scikit-learn, Photoshop, Statistical Modeling, Speech Recognition",True,0.74,20.1,29.3,Senior Software Engineer (ML) | 4.9 yrs exp | 9 AI skills matched | strong semantic match | open to work | active this month | response rate 70%,True,False,Senior Software Engineer (ML) | Data Science & ML enthusiast,"Data scientist / ML engineer with 4.9 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0085335,53,0.6829,Aarohi Reddy,ML Engineer,PolicyBazaar,"Indore, Madhya Pradesh",3.1,True,2026-05-27,0.83,120,40.3,92.5,13,"Statistical Modeling, BM25, Redux, Object Detection, Speech Recognition",True,0.99,37.7,39.9,ML Engineer | 3.1 yrs exp | 7 AI skills matched | moderate semantic match | open to work | active this month | response rate 83%,True,True,ML Engineer | 3.1 yrs in analytics & ML,"Data scientist / ML engineer with 3.1 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0095619,54,0.6816,Vivaan Dalal,NLP Engineer,Nykaa,"Mumbai, Maharashtra",15.6,True,2026-04-16,0.9,30,29.7,92.6,17,"Feature Engineering, Pinecone, MLflow, Learning to Rank, scikit-learn",False,0.93,26.3,55.1,NLP Engineer | 15.6 yrs exp | 12 AI skills matched | moderate semantic match | open to work | active 57d ago | response rate 90%,True,True,NLP Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 4.2 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I shipped our first RAG-based feature this year and now own the eval framework for it. I've spent enough time debugging production ranking issues to know which signals matter and which are noise. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0011687,55,0.6815,Shreya Tiwari,Senior NLP Engineer,Niramai,"Indore, Madhya Pradesh",7.8,True,2026-05-10,0.89,15,76.3,64.9,13,"TensorFlow, OpenSearch, FAISS, PEFT, Feature Engineering",False,0.77,28.7,60.7,Senior NLP Engineer | 7.8 yrs exp | 10 AI skills matched | strong semantic match | open to work | active 33d ago | response rate 89%,True,True,Senior NLP Engineer | Production ML at scale | 7.8+ yrs,"Senior AI engineer with 7.8 years of hands-on experience building production ML systems, with a focus on search, retrieval, and ranking. Most recently, I owned the offline-online evaluation harness — NDCG/MRR/recall calibrated to live A/B metrics, with an index footprint of ~600GB and incremental refresh every 15 min. My day-to-day work spans embedding model selection and fine-tuning, hybrid retrieval architecture, learning-to-rank, behavioral-signal integration, and the offline/online evaluation that ties it all together. I've shipped systems in both early-stage product companies and at larger scale, and I've spent enough time on both that I know which tradeoffs apply where. I believe most ranking problems are solved by careful feature engineering and rigorous eval, not by bigger models. Currently exploring my next move — looking for senior IC or tech-lead roles where I can own the intelligence layer end-to-end."
CAND_0044222,56,0.681,Dev Shah,AI Engineer,PolicyBazaar,"Vizag, Andhra Pradesh",7.7,True,2026-05-15,0.6,60,28.9,71.3,19,"Vector Search, LlamaIndex, OpenSearch, Java, Qdrant",False,0.89,42.9,60.1,AI Engineer | 7.7 yrs exp | 11 AI skills matched | strong semantic match | open to work | active this month | response rate 60%,True,True,"AI Engineer | ML, NLP, Recommendation Systems","Machine learning engineer with 7.7 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0068811,57,0.6807,Krishna Mittal,Applied ML Engineer,Freshworks,"Pune, Maharashtra",8.0,True,2026-05-21,0.42,30,23.1,71.4,19,"Data Science, Vector Search, Speech Recognition, TTS, Kubeflow",True,0.77,27.4,41.5,Applied ML Engineer | 8.0 yrs exp | 10 AI skills matched | moderate semantic match | open to work | active this month | response rate 42%,True,False,Applied ML Engineer | Applied ML | Building intelligent products,"Machine learning engineer with 8.0 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I led the team that migrated our keyword-search-based product to embedding-based retrieval. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack."
CAND_0037160,58,0.6805,Riya Chatterjee,Data Scientist,Haptik,"Mumbai, Maharashtra",6.0,True,2026-03-28,0.74,30,28.0,61.9,16,"TTS, Deep Learning, LLMs, Weaviate, Computer Vision",False,1.0,23.4,43.9,Data Scientist | 6.0 yrs exp | 10 AI skills matched | strong semantic match | open to work | active 76d ago | response rate 74%,True,True,Data Scientist | Building ML-powered solutions,"Data scientist / ML engineer with 6.0 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0034164,59,0.6799,Aisha Sethi,Data Scientist,Haptik,"Hyderabad, Telangana",3.6,True,2026-05-23,0.84,90,-1.0,99.9,18,"ASR, Computer Vision, Data Science, Time Series, PEFT",True,0.94,32.1,36.1,Data Scientist | 3.6 yrs exp | 10 AI skills matched | moderate semantic match | open to work | active this month | response rate 84%,True,True,Data Scientist | Building ML-powered solutions,"Data scientist / ML engineer with 3.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split between dashboarding/analytics and shipping production ML models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
CAND_0048558,60,0.6793,Aisha Joshi,Data Scientist,Rephrase.ai,"Noida, Uttar Pradesh",6.7,True,2026-05-27,0.8,30,-1.0,90.0,9,"Information Retrieval, OpenSearch, Qdrant, GANs, TTS",True,0.52,27.9,41.3,Data Scientist | 6.7 yrs exp | 7 AI skills matched | moderate semantic match | open to work | active this month | response rate 80%,True,True,Data Scientist | 6.7 yrs in analytics & ML,"Data scientist / ML engineer with 6.7 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level."
CAND_0015057,61,0.6781,Anil Rao,ML Engineer,Meesho,"Pune, Maharashtra",4.6,True,2026-05-24,0.85,90,-1.0,85.1,16,"Sentence Transformers, Figma, Computer Vision, Vector Search, Spark",False,0.69,21.4,34.5,ML Engineer | 4.6 yrs exp | 8 AI skills matched | moderate semantic match | open to work | active this month | response rate 85%,True,False,ML Engineer | 4.6 yrs in analytics & ML,"Data scientist / ML engineer with 4.6 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level."
CAND_0077498,62,0.677,Aarav Kapoor,Senior Software Engineer (ML),Niramai,"Ahmedabad, Gujarat",5.4,True,2026-05-26,0.89,60,57.8,91.1,11,"Data Science, Speech Recognition, OpenCV, MLflow, Embeddings",False,0.76,18.7,39.5,Senior Software Engineer (ML) | 5.4 yrs exp | 6 AI skills matched | moderate semantic match | open to work | active this month | response rate 89%,False,True,Senior Software Engineer (ML) | Data Science & ML enthusiast,"Data scientist / ML engineer with 5.4 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level."
CAND_0020991,63,0.6757,Pranav Nair,Junior ML Engineer,PhonePe,"Vizag, Andhra Pradesh",4.9,True,2026-05-26,0.88,120,64.7,94.1,15,"QLoRA, Statistical Modeling, Six Sigma, Python, Computer Vision",True,0.56,37.9,41.2,Junior ML Engineer | 4.9 yrs exp | 6 AI skills matched | moderate semantic match | open to work | active this month | response rate 88%,True,True,Junior ML Engineer | 4.9 yrs in analytics & ML,"Data scientist / ML engineer with 4.9 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. My current role is split between dashboarding/analytics and shipping production ML models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems."
